Special,Title,Date,Description,URL
,JMD13_April3rd,"Wed, 03 Apr",JMD13_April3rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April3rd.mp3
,JMD13_April4th,"Thu, 04 Apr",JMD13_April4th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April4th.mp3
,JMD13_April5th,"Fri, 05 Apr",JMD13_April5th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April5th.mp3
,JMD13_April8th,"Mon, 08 Apr",JMD13_April8th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April8th.mp3
,JMD13_April9th,"Tue, 09 Apr",JMD13_April9th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April9th.mp3
,JMD13_April10th,"Wed, 10 Apr",JMD13_April10th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April10th.mp3
,JMD13_April11th,"Thu, 11 Apr",JMD13_April11th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April11th.mp3
,JMD13_April12th,"Fri, 12 Apr",JMD13_April12th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April12th.mp3
,JMD13_April15th,"Mon, 15 Apr",JMD13_April15th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April15th.mp3
,JMD13_April16th,"Tue, 16 Apr",JMD13_April16th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April16th.mp3
,JMD13_April17th,"Wed, 17 Apr",JMD13_April17th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April17th.mp3
,JMD13_April18th,"Thu, 18 Apr",JMD13_April18th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April18th.mp3
,JMD13_April19th,"Fri, 19 Apr",JMD13_April19th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April19th.mp3
,JMD13_April22nd,"Mon, 22 Apr",JMD13_April22nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April22nd.mp3
,JMD13_April23rd,"Tue, 23 Apr",JMD13_April23rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April23rd.mp3
,JMD13_April24th,"Wed, 24 Apr",JMD13_April24th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April24th.mp3
,JMD13_April26th,"Fri, 26 Apr",JMD13_April26th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April26th.mp3
,JMD13_April29th,"Mon, 29 Apr",JMD13_April29th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April29th.mp3
,JMD13_April30th,"Tue, 30 Apr",JMD13_April30th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_April30th.mp3
,JMD13_May1st,"Wed, 01 May",JMD13_May1st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May1st.mp3
,JMD13_May2nd,"Thu, 02 May",JMD13_May2nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May2nd.mp3
,JMD13_May3rd,"Fri, 03 May",JMD13_May3rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May3rd.mp3
,JMD13_May6th,"Mon, 06 May",JMD13_May6th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May6th.mp3
,JMD13_May7th,"Tue, 07 May",JMD13_May7th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May7th.mp3
,JMD13_May8th,"Wed, 08 May",JMD13_May8th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May8th.mp3
,JMD13_May9th,"Thu, 09 May",JMD13_May9th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May9th.mp3
,JMD13_May10th,"Fri, 10 May",JMD13_May10th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May10th.mp3
,JMD13_May13th,"Mon, 13 May",JMD13_May13th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May13th.mp3
,JMD13_May14th,"Tue, 14 May",JMD13_May14th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May14th.mp3
,JMD13_May15th,"Wed, 15 May",JMD13_May15th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May15th.mp3
,JMD13_May16th,"Thu, 16 May",JMD13_May16th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May16th.mp3
,JMD13_May17th,"Fri, 17 May",JMD13_May17th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May17th.mp3
,JMD13_May20th,"Mon, 20 May",JMD13_May20th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May20th.mp3
,JMD13_May21st,"Tue, 21 May",JMD13_May21st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May21st.mp3
,JMD13_May22nd,"Wed, 22 May",JMD13_May22nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May22nd.mp3
,JMD13_May23rd,"Thu, 23 May",JMD13_May23rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May23rd.mp3
,JMD13_May24th,"Fri, 24 May",JMD13_May24th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May24th.mp3
,JMD13_May27th,"Mon, 27 May",JMD13_May27th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May27th.mp3
,JMD13_May28th,"Tue, 28 May",JMD13_May28th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May28th.mp3
,JMD13_May29th,"Wed, 29 May",JMD13_May29th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May29th.mp3
,JMD13_May30th,"Thu, 30 May",JMD13_May30th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May30th.mp3
,JMD13_May31st,"Fri, 31 May",JMD13_May31st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_May31st.mp3
,JMD13_June4th_,"Tue, 04 Jun",JMD13_June4th_,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June4th_.mp3
,JMD13_June5th,"Wed, 05 Jun",JMD13_June5th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June5th.mp3
,JMD13_June6th,"Thu, 06 Jun",JMD13_June6th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June6th.mp3
,JMD13_June7th,"Fri, 07 Jun",JMD13_June7th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June7th.mp3
,JMD13_June10th,"Mon, 10 Jun",JMD13_June10th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June10th.mp3
,JMD13_June11th,"Tue, 11 Jun",JMD13_June11th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June11th.mp3
,JMD13_June12th,"Wed, 12 Jun",JMD13_June12th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June12th.mp3
,JMD13_June13th,"Thu, 13 Jun",JMD13_June13th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June13th.mp3
,JMD13_June14th,"Fri, 14 Jun",JMD13_June14th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June14th.mp3
,JMD13_June17th,"Mon, 17 Jun",JMD13_June17th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June17th.mp3
,JMD13_June18th,"Tue, 18 Jun",JMD13_June18th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June18th.mp3
,JMD13_June19th,"Wed, 19 Jun",JMD13_June19th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June19th.mp3
,JMD13_June20th,"Thu, 20 Jun",JMD13_June20th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June20th.mp3
,JMD13_June21st,"Fri, 21 Jun",JMD13_June21st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_June21st.mp3
,JMD13_July8th,"Mon, 08 Jul",JMD13_July8th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July8th.mp3
,JMD13_July9th,"Tue, 09 Jul",JMD13_July9th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July9th.mp3
,JMD13_July10th,"Wed, 10 Jul",JMD13_July10th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July10th.mp3
,JMD13_July11th,"Thu, 11 Jul",JMD13_July11th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July11th.mp3
,JMD13_July12th,"Fri, 12 Jul",JMD13_July12th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July12th.mp3
,JMD13_July15th,"Mon, 15 Jul",JMD13_July15th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July15th.mp3
,JMD13_July16th,"Tue, 16 Jul",JMD13_July16th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July16th.mp3
,JMD13_July17th,"Wed, 17 Jul",JMD13_July17th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July17th.mp3
,JMD13_July18th,"Thu, 18 Jul",JMD13_July18th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July18th.mp3
,JMD13_July19th,"Fri, 19 Jul",JMD13_July19th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July19th.mp3
,JMD13_July22nd,"Mon, 22 Jul",JMD13_July22nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July22nd.mp3
,JMD13_July23rd,"Tue, 23 Jul",JMD13_July23rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July23rd.mp3
,JMD13_July24th,"Wed, 24 Jul",JMD13_July24th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July24th.mp3
,JMD13_July25th,"Thu, 25 Jul",JMD13_July25th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July25th.mp3
,JMD13_July26th,"Fri, 26 Jul",JMD13_July26th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July26th.mp3
,JMD13_July29th,"Mon, 29 Jul",JMD13_July29th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July29th.mp3
,JMD13_July30th,"Tue, 30 Jul",JMD13_July30th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July30th.mp3
,JMD13_July31st,"Wed, 31 Jul",JMD13_July31st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_July31st.mp3
,JMD13_August1st,"Thu, 01 Aug",JMD13_August1st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August1st.mp3
,JMD13_August2nd,"Fri, 02 Aug",JMD13_August2nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August2nd.mp3
,JMD13_August5th,"Mon, 05 Aug",JMD13_August5th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August5th.mp3
,JMD13_August6th,"Tue, 06 Aug",JMD13_August6th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August6th.mp3
,JMD13_August7th,"Wed, 07 Aug",JMD13_August7th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August7th.mp3
,JMD13_August8th,"Thu, 08 Aug",JMD13_August8th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August8th.mp3
,JMD13_August9th,"Fri, 09 Aug",JMD13_August9th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August9th.mp3
,JMD13_August12th,"Mon, 12 Aug",JMD13_August12th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August12th.mp3
,JMD13_August13th,"Tue, 13 Aug",JMD13_August13th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August13th.mp3
,JMD13_August14th,"Wed, 14 Aug",JMD13_August14th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August14th.mp3
,JMD13_August15th,"Thu, 15 Aug",JMD13_August15th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August15th.mp3
,JMD13_August16th,"Fri, 16 Aug",JMD13_August16th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August16th.mp3
,JMD13_August19th,"Mon, 19 Aug",JMD13_August19th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August19th.mp3
,JMD13_August20th,"Tue, 20 Aug",JMD13_August20th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August20th.mp3
,JMD13_August21st,"Wed, 21 Aug",JMD13_August21st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August21st.mp3
,JMD13_August22nd,"Thu, 22 Aug",JMD13_August22nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August22nd.mp3
,JMD13_August23rd,"Fri, 23 Aug",JMD13_August23rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August23rd.mp3
,JMD13_August26th,"Mon, 26 Aug",JMD13_August26th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August26th.mp3
,JMD13_August27th,"Tue, 27 Aug",JMD13_August27th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August27th.mp3
,JMD13_August28th,"Wed, 28 Aug",JMD13_August28th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August28th.mp3
,JMD13_August29th,"Thu, 29 Aug",JMD13_August29th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August29th.mp3
,JMD13_August30th,"Fri, 30 Aug",JMD13_August30th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_August30th.mp3
,JMD13_Sept2nd,"Mon, 02 Sep",JMD13_Sept2nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept2nd.mp3
,JMD13_Sept3rd,"Tue, 03 Sep",JMD13_Sept3rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept3rd.mp3
,JMD13_Sept4th,"Wed, 04 Sep",JMD13_Sept4th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept4th.mp3
,JMD13_Sept5th,"Thu, 05 Sep",JMD13_Sept5th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept5th.mp3
,JMD13_Sept6th,"Fri, 06 Sep",JMD13_Sept6th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept6th.mp3
,JMD13_Sept9th,"Mon, 09 Sep",JMD13_Sept9th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept9th.mp3
,JMD13_Sept10th,"Tue, 10 Sep",JMD13_Sept10th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept10th.mp3
,JMD13_Sept11th,"Wed, 11 Sep",JMD13_Sept11th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept11th.mp3
,JMD13_Sept12th,"Thu, 12 Sep",JMD13_Sept12th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept12th.mp3
,JMD13_Sept13th,"Fri, 13 Sep",JMD13_Sept13th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept13th.mp3
,JMD13_Sept16th,"Mon, 16 Sep",JMD13_Sept16th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept16th.mp3
,JMD13_Sept17th,"Tue, 17 Sep",JMD13_Sept17th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept17th.mp3
,JMD13_Sept18th,"Wed, 18 Sep",JMD13_Sept18th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept18th.mp3
,JMD13_Sept19th,"Thu, 19 Sep",JMD13_Sept19th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept19th.mp3
,JMD13_Sept20th,"Fri, 20 Sep",JMD13_Sept20th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept20th.mp3
,JMD13_Sept23rd,"Mon, 23 Sep",JMD13_Sept23rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept23rd.mp3
,JMD13_Sept24th,"Tue, 24 Sep",JMD13_Sept24th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept24th.mp3
,JMD13_Sept25th,"Wed, 25 Sep",JMD13_Sept25th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept25th.mp3
,JMD13_Sept26th,"Thu, 26 Sep",JMD13_Sept26th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept26th.mp3
,JMD13_Sept27th,"Fri, 27 Sep",JMD13_Sept27th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept27th.mp3
,JMD13_Sept30th,"Mon, 30 Sep",JMD13_Sept30th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Sept30th.mp3
,JMD13_Oct1st,"Tue, 01 Oct",JMD13_Oct1st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct1st.mp3
,JMD13_Oct2nd,"Wed, 02 Oct",JMD13_Oct2nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct2nd.mp3
,JMD13_Oct3rd,"Thu, 03 Oct",JMD13_Oct3rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct3rd.mp3
,JMD13_Oct4th,"Fri, 04 Oct",JMD13_Oct4th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct4th.mp3
,JMD13_Oct7th,"Mon, 07 Oct",JMD13_Oct7th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct7th.mp3
,JMD13_Oct8th,"Tue, 08 Oct",JMD13_Oct8th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct8th.mp3
,JMD13_Oct9th,"Wed, 09 Oct",JMD13_Oct9th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct9th.mp3
,JMD13_Oct10th,"Thu, 10 Oct",JMD13_Oct10th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct10th.mp3
,JMD13_Oct11th,"Fri, 11 Oct",JMD13_Oct11th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct11th.mp3
,JMD13_Oct14th,"Mon, 14 Oct",JMD13_Oct14th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct14th.mp3
,JMD13_Oct15th,"Tue, 15 Oct",JMD13_Oct15th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct15th.mp3
,JMD13_Oct16th,"Wed, 16 Oct",JMD13_Oct16th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct16th.mp3
,JMD13_Oct17th,"Thu, 17 Oct",JMD13_Oct17th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct17th.mp3
,JMD13_Oct18th,"Fri, 18 Oct",JMD13_Oct18th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct18th.mp3
,JMD13_Oct21st,"Mon, 21 Oct",JMD13_Oct21st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct21st.mp3
,JMD13_Oct22nd,"Tue, 22 Oct",JMD13_Oct22nd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct22nd.mp3
,JMD13_Oct23rd,"Wed, 23 Oct",JMD13_Oct23rd,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct23rd.mp3
,JMD13_Oct24th,"Thu, 24 Oct",JMD13_Oct24th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct24th.mp3
,JMD13_Oct25th,"Fri, 25 Oct",JMD13_Oct25th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct25th.mp3
,JMD13_Oct28th,"Mon, 28 Oct",JMD13_Oct28th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct28th.mp3
,JMD13_Oct30th,"Wed, 30 Oct",JMD13_Oct30th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct30th.mp3
,JMD13_Oct31st,"Thu, 31 Oct",JMD13_Oct31st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Oct31st.mp3
,JMD13_Nov1st,"Fri, 01 Nov",JMD13_Nov1st,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov1st.mp3
,JMD13_Nov4th,"Mon, 04 Nov",JMD13_Nov4th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov4th.mp3
,JMD13_Nov5th,"Tue, 05 Nov",JMD13_Nov5th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov5th.mp3
,JMD13_Nov6th,"Wed, 06 Nov",JMD13_Nov6th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov6th.mp3
,JMD13_Nov7th,"Thu, 07 Nov",JMD13_Nov7th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov7th.mp3
,JMD13_Nov8th,"Fri, 08 Nov",JMD13_Nov8th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov8th.mp3
,JMD13_Nov11th,"Mon, 11 Nov",JMD13_Nov11th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov11th.mp3
,JMD13_Nov12th,"Tue, 12 Nov",JMD13_Nov12th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov12th.mp3
,JMD13_Nov13th,"Wed, 13 Nov",JMD13_Nov13th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov13th.mp3
,JMD13_Nov14th,"Thu, 14 Nov",JMD13_Nov14th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov14th.mp3
,JMD13_Nov15th,"Fri, 15 Nov",JMD13_Nov15th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov15th.mp3
,JMD13_Nov18th,"Mon, 18 Nov",JMD13_Nov18th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov18th.mp3
,JMD13_Nov19th,"Tue, 19 Nov",JMD13_Nov19th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov19th.mp3
,JMD13_Nov20th,"Wed, 20 Nov",JMD13_Nov20th,http://podcast.mediaworks.co.nz/TheEdge/Audio/JayJayMikeDom/JMD13_Nov20th.mp3
